"Mechanism","Intent","Age","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Cut/Pierce","Homicide","4","2020",-1,"3,987,970",-1,-1,-1
"Cut/Pierce","Homicide","4","2019",-1,"4,045,996",-1,-1,-1
"Cut/Pierce","Homicide","4","2018",-1,"4,021,907",-1,-1,-1
"Cut/Pierce","Homicide","5","2022",-1,"3,907,298",-1,-1,-1
"Cut/Pierce","Homicide","5","2021",-1,"3,993,711",-1,-1,-1
"Cut/Pierce","Homicide","5","2020",-1,"4,023,811",-1,-1,-1
"Cut/Pierce","Homicide","5","2019",-1,"4,032,231",-1,-1,-1
"Cut/Pierce","Homicide","5","2018",-1,"4,012,789",-1,-1,-1
"Cut/Pierce","Homicide","6","2022",-1,"4,008,898",-1,-1,-1
"Cut/Pierce","Homicide","6","2021",-1,"4,029,311",-1,-1,-1
"Cut/Pierce","Homicide","6","2020",-1,"4,012,049",-1,-1,-1
"Cut/Pierce","Homicide","6","2019",-1,"4,022,432",-1,-1,-1
"Cut/Pierce","Homicide","7","2022",-1,"4,043,729",-1,-1,-1
"Cut/Pierce","Homicide","7","2021",-1,"4,017,311",-1,-1,-1
"Cut/Pierce","Homicide","7","2020",-1,"3,999,001",-1,-1,-1
"Cut/Pierce","Homicide","7","2019",-1,"4,027,876",-1,-1,-1
"Cut/Pierce","Homicide","7","2018",-1,"4,063,647",-1,-1,-1
"Cut/Pierce","Homicide","8","2021",-1,"4,004,132",-1,-1,-1
"Cut/Pierce","Homicide","8","2019",-1,"4,071,894",-1,-1,-1
"Cut/Pierce","Homicide","8","2018",-1,"4,059,209",-1,-1,-1
"Cut/Pierce","Homicide","9","2020",-1,"4,050,595",-1,-1,-1
"Cut/Pierce","Homicide","9","2019",-1,"4,067,320",-1,-1,-1
"Cut/Pierce","Homicide","9","2018",-1,"4,058,207",-1,-1,-1
"Cut/Pierce","Homicide","10","2021",-1,"4,055,389",-1,-1,-1
"Cut/Pierce","Homicide","10","2020",-1,"4,135,255",-1,-1,-1
"Cut/Pierce","Homicide","10","2018",-1,"4,186,406",-1,-1,-1
"Cut/Pierce","Homicide","11","2022",-1,"4,068,564",-1,-1,-1
"Cut/Pierce","Homicide","11","2021",-1,"4,139,966",-1,-1,-1
"Cut/Pierce","Homicide","11","2020",-1,"4,223,965",-1,-1,-1
"Cut/Pierce","Homicide","11","2019",-1,"4,194,335",-1,-1,-1
"Cut/Pierce","Homicide","11","2018",-1,"4,205,105",-1,-1,-1
"Cut/Pierce","Homicide","12","2021",-1,"4,228,509",-1,-1,-1
"Cut/Pierce","Homicide","12","2020",-1,"4,385,948",-1,-1,-1
"Cut/Pierce","Homicide","12","2018",-1,"4,170,603",-1,-1,-1
"Cut/Pierce","Homicide","13","2022",-1,"4,240,884",-1,-1,-1
"Cut/Pierce","Homicide","13","2021",-1,"4,390,229",-1,-1,-1
"Cut/Pierce","Homicide","13","2020",-1,"4,378,112",-1,-1,-1
"Cut/Pierce","Homicide","13","2019",-1,"4,178,933",-1,-1,-1
"Cut/Pierce","Homicide","14","2022",-1,"4,403,033",-1,-1,-1
"Cut/Pierce","Homicide","14","2021",-1,"4,382,415",-1,-1,-1
"Cut/Pierce","Homicide","14","2020",-1,"4,305,343",-1,-1,-1
"Cut/Pierce","Homicide","14","2019",-1,"4,167,472",-1,-1,-1
"Cut/Pierce","Homicide","14","2018",-1,"4,167,471",-1,-1,-1
"Cut/Pierce","Homicide","15","2022",-1,"4,396,566",-1,-1,-1
"Cut/Pierce","Homicide","15","2021",-1,"4,309,985",-1,-1,-1
"Cut/Pierce","Homicide","15","2020","12","4,266,157","0.28",-1,"600"
"Cut/Pierce","Homicide","15","2019",-1,"4,178,242",-1,-1,-1
"Cut/Pierce","Homicide","15","2018",-1,"4,140,321",-1,-1,-1
"Cut/Pierce","Homicide","16","2022","13","4,325,808","0.30",-1,"637"
"Cut/Pierce","Homicide","16","2021","11","4,271,255","0.26",-1,"539"
"Cut/Pierce","Homicide","16","2020",-1,"4,296,018",-1,-1,-1
"Cut/Pierce","Homicide","16","2019","10","4,152,752","0.24",-1,"490"
"Cut/Pierce","Homicide","16","2018","16","4,128,089","0.39",-1,"784"
"Cut/Pierce","Homicide","17","2022","13","4,291,066","0.30",-1,"624"
"Cut/Pierce","Homicide","17","2021","13","4,302,359","0.30",-1,"624"
"Cut/Pierce","Homicide","17","2020","14","4,263,694","0.33",-1,"672"
"Cut/Pierce","Homicide","17","2019",-1,"4,144,536",-1,-1,-1
"Cut/Pierce","Homicide","17","2018",-1,"4,237,764",-1,-1,-1
"Cut/Pierce","Homicide","18","2022","18","4,326,642","0.42",-1,"846"
"Cut/Pierce","Homicide","18","2021","28","4,270,802","0.66",-1,"1,316"
"Cut/Pierce","Homicide","18","2020","19","4,410,589","0.43",-1,"893"
"Cut/Pierce","Homicide","18","2019","21","4,257,953","0.49",-1,"987"
"Cut/Pierce","Homicide","18","2018","26","4,314,459","0.60",-1,"1,222"
"Cut/Pierce","Homicide","19","2022","29","4,295,710","0.68",-1,"1,334"
"Cut/Pierce","Homicide","19","2021","28","4,416,896","0.63",-1,"1,288"
"Cut/Pierce","Homicide","19","2020","32","4,696,335","0.68",-1,"1,472"
"Cut/Pierce","Homicide","19","2019","24","4,332,940","0.55",-1,"1,104"
"Cut/Pierce","Homicide","19","2018","32","4,256,433","0.75",-1,"1,472"
"Cut/Pierce","Suicide","14","2019",-1,"4,167,472",-1,-1,-1
"Cut/Pierce","Suicide","15","2022",-1,"4,396,566",-1,-1,-1
"Cut/Pierce","Suicide","15","2021",-1,"4,309,985",-1,-1,-1
"Cut/Pierce","Suicide","16","2022",-1,"4,325,808",-1,-1,-1
"Cut/Pierce","Suicide","16","2019",-1,"4,152,752",-1,-1,-1
"Cut/Pierce","Suicide","16","2018",-1,"4,128,089",-1,-1,-1
"Cut/Pierce","Suicide","17","2022",-1,"4,291,066",-1,-1,-1
"Cut/Pierce","Suicide","17","2021",-1,"4,302,359",-1,-1,-1
"Cut/Pierce","Suicide","17","2020",-1,"4,263,694",-1,-1,-1
"Cut/Pierce","Suicide","17","2019",-1,"4,144,536",-1,-1,-1
"Cut/Pierce","Suicide","17","2018",-1,"4,237,764",-1,-1,-1
"Cut/Pierce","Suicide","18","2022",-1,"4,326,642",-1,-1,-1
"Cut/Pierce","Suicide","18","2021",-1,"4,270,802",-1,-1,-1
"Cut/Pierce","Suicide","18","2020",-1,"4,410,589",-1,-1,-1
"Cut/Pierce","Suicide","18","2019",-1,"4,257,953",-1,-1,-1
"Cut/Pierce","Suicide","18","2018",-1,"4,314,459",-1,-1,-1
"Cut/Pierce","Suicide","19","2022",-1,"4,295,710",-1,-1,-1
"Cut/Pierce","Suicide","19","2021",-1,"4,416,896",-1,-1,-1
"Cut/Pierce","Suicide","19","2020",-1,"4,696,335",-1,-1,-1
"Cut/Pierce","Suicide","19","2019",-1,"4,332,940",-1,-1,-1
"Cut/Pierce","Undetermined","17","2022",-1,"4,291,066",-1,-1,-1
"Cut/Pierce","Undetermined","18","2021",-1,"4,270,802",-1,-1,-1
"Cut/Pierce","Undetermined","19","2020",-1,"4,696,335",-1,-1,-1
"Cut/Pierce","Undetermined","19","2019",-1,"4,332,940",-1,-1,-1
"Drowning (includes water transport)","Unintentional","1","2022","143","3,588,817","3.99",-1,"9,152"
"Drowning (includes water transport)","Unintentional","1","2021","129","3,675,382","3.51",-1,"8,256"
"Drowning (includes water transport)","Unintentional","1","2020","140","3,719,267","3.76",-1,"8,960"
"Drowning (includes water transport)","Unintentional","1","2019","120","3,842,257","3.12",-1,"7,680"
"Drowning (includes water transport)","Unintentional","1","2018","130","3,897,917","3.34",-1,"8,320"
"Drowning (includes water transport)","Unintentional","2","2022","155","3,693,362","4.20",-1,"9,765"
"Drowning (includes water transport)","Unintentional","2","2021","156","3,725,597","4.19",-1,"9,828"
"Drowning (includes water transport)","Unintentional","2","2020","144","3,807,454","3.78",-1,"9,072"
"Drowning (includes water transport)","Unintentional","2","2019","128","3,911,822","3.27",-1,"8,064"
"Drowning (includes water transport)","Unintentional","2","2018","163","3,996,742","4.08",-1,"10,269"
"Drowning (includes water transport)","Unintentional","3","2022","106","3,742,836","2.83",-1,"6,572"
"Drowning (includes water transport)","Unintentional","3","2021","115","3,813,656","3.02",-1,"7,130"
"Drowning (includes water transport)","Unintentional","3","2020","96","3,885,476","2.47",-1,"5,952"
"Drowning (includes water transport)","Unintentional","3","2019","79","4,009,037","1.97",-1,"4,898"
"Drowning (includes water transport)","Unintentional","3","2018","97","4,035,053","2.40",-1,"6,014"
"Drowning (includes water transport)","Unintentional","4","2022","57","3,830,225","1.49",-1,"3,477"
"Drowning (includes water transport)","Unintentional","4","2021","76","3,891,463","1.95",-1,"4,636"
"Drowning (includes water transport)","Unintentional","4","2020","45","3,987,970","1.13",-1,"2,745"
"Drowning (includes water transport)","Unintentional","4","2019","55","4,045,996","1.36",-1,"3,355"
"Drowning (includes water transport)","Unintentional","4","2018","55","4,021,907","1.37",-1,"3,355"
"Drowning (includes water transport)","Unintentional","5","2022","43","3,907,298","1.10",-1,"2,580"
"Drowning (includes water transport)","Unintentional","5","2021","54","3,993,711","1.35",-1,"3,240"
"Drowning (includes water transport)","Unintentional","5","2020","42","4,023,811","1.04",-1,"2,520"
"Drowning (includes water transport)","Unintentional","5","2019","50","4,032,231","1.24",-1,"3,000"
"Drowning (includes water transport)","Unintentional","5","2018","32","4,012,789","0.80",-1,"1,920"
"Drowning (includes water transport)","Unintentional","6","2022","32","4,008,898","0.80",-1,"1,888"
"Drowning (includes water transport)","Unintentional","6","2021","31","4,029,311","0.77",-1,"1,829"
"Drowning (includes water transport)","Unintentional","6","2020","26","4,012,049","0.65",-1,"1,534"
"Drowning (includes water transport)","Unintentional","6","2019","31","4,022,432","0.77",-1,"1,829"
"Drowning (includes water transport)","Unintentional","6","2018","34","4,019,106","0.85",-1,"2,006"
"Drowning (includes water transport)","Unintentional","7","2022","17","4,043,729","0.42",-1,"986"
"Drowning (includes water transport)","Unintentional","7","2021","26","4,017,311","0.65",-1,"1,508"
"Drowning (includes water transport)","Unintentional","7","2020","23","3,999,001","0.58",-1,"1,334"
"Drowning (includes water transport)","Unintentional","7","2019","19","4,027,876","0.47",-1,"1,102"
"Drowning (includes water transport)","Unintentional","7","2018","33","4,063,647","0.81",-1,"1,914"
"Drowning (includes water transport)","Unintentional","8","2022","14","4,031,341","0.35",-1,"798"
"Drowning (includes water transport)","Unintentional","8","2021","19","4,004,132","0.48",-1,"1,083"
"Drowning (includes water transport)","Unintentional","8","2020","16","4,006,214","0.40",-1,"912"
"Drowning (includes water transport)","Unintentional","8","2019","17","4,071,894","0.42",-1,"969"
"Drowning (includes water transport)","Unintentional","8","2018","21","4,059,209","0.52",-1,"1,197"
"Drowning (includes water transport)","Unintentional","9","2022","17","4,017,929","0.42",-1,"952"
"Drowning (includes water transport)","Unintentional","9","2021","16","4,011,235","0.40",-1,"896"
"Drowning (includes water transport)","Unintentional","9","2020","10","4,050,595","0.25",-1,"560"
"Drowning (includes water transport)","Unintentional","9","2019","17","4,067,320","0.42",-1,"952"
"Drowning (includes water transport)","Unintentional","9","2018","19","4,058,207","0.47",-1,"1,064"
"Drowning (includes water transport)","Unintentional","10","2022","20","4,024,547","0.50",-1,"1,100"
"Drowning (includes water transport)","Unintentional","10","2021","20","4,055,389","0.49",-1,"1,100"
"Drowning (includes water transport)","Unintentional","10","2020","13","4,135,255","0.31",-1,"715"
"Drowning (includes water transport)","Unintentional","10","2019","17","4,066,272","0.42",-1,"935"
"Drowning (includes water transport)","Unintentional","10","2018","15","4,186,406","0.36",-1,"825"
"Drowning (includes water transport)","Unintentional","11","2022","16","4,068,564","0.39",-1,"864"
"Drowning (includes water transport)","Unintentional","11","2021","19","4,139,966","0.46",-1,"1,026"
"Drowning (includes water transport)","Unintentional","11","2020","13","4,223,965","0.31",-1,"702"
"Drowning (includes water transport)","Unintentional","11","2019","17","4,194,335","0.41",-1,"918"
"Drowning (includes water transport)","Unintentional","11","2018","16","4,205,105","0.38",-1,"864"
"Drowning (includes water transport)","Unintentional","12","2022","20","4,152,811","0.48",-1,"1,060"
"Drowning (includes water transport)","Unintentional","12","2021","13","4,228,509","0.31",-1,"689"
"Drowning (includes water transport)","Unintentional","12","2020","12","4,385,948","0.27",-1,"636"
"Drowning (includes water transport)","Unintentional","12","2019","12","4,213,041","0.29",-1,"636"
"Drowning (includes water transport)","Unintentional","12","2018","15","4,170,603","0.36",-1,"795"
"Drowning (includes water transport)","Unintentional","13","2022","20","4,240,884","0.47",-1,"1,040"
"Drowning (includes water transport)","Unintentional","13","2021","22","4,390,229","0.50",-1,"1,144"
"Drowning (includes water transport)","Unintentional","13","2020","30","4,378,112","0.69",-1,"1,560"
"Drowning (includes water transport)","Unintentional","13","2019","21","4,178,933","0.50",-1,"1,092"
"Drowning (includes water transport)","Unintentional","13","2018","18","4,158,257","0.43",-1,"936"
"Drowning (includes water transport)","Unintentional","14","2022","31","4,403,033","0.70",-1,"1,581"
"Drowning (includes water transport)","Unintentional","14","2021","24","4,382,415","0.55",-1,"1,224"
"Drowning (includes water transport)","Unintentional","14","2020","23","4,305,343","0.53",-1,"1,173"
"Drowning (includes water transport)","Unintentional","14","2019","39","4,167,472","0.94",-1,"1,989"
"Drowning (includes water transport)","Unintentional","14","2018","22","4,167,471","0.53",-1,"1,122"
"Drowning (includes water transport)","Unintentional","15","2022","23","4,396,566","0.52",-1,"1,150"
"Drowning (includes water transport)","Unintentional","15","2021","38","4,309,985","0.88",-1,"1,900"
"Drowning (includes water transport)","Unintentional","15","2020","33","4,266,157","0.77",-1,"1,650"
"Drowning (includes water transport)","Unintentional","15","2019","35","4,178,242","0.84",-1,"1,750"
"Drowning (includes water transport)","Unintentional","15","2018","22","4,140,321","0.53",-1,"1,100"
"Drowning (includes water transport)","Unintentional","16","2022","42","4,325,808","0.97",-1,"2,058"
"Drowning (includes water transport)","Unintentional","16","2021","29","4,271,255","0.68",-1,"1,421"
"Drowning (includes water transport)","Unintentional","16","2020","36","4,296,018","0.84",-1,"1,764"
"Drowning (includes water transport)","Unintentional","16","2019","34","4,152,752","0.82",-1,"1,666"
"Drowning (includes water transport)","Unintentional","16","2018","36","4,128,089","0.87",-1,"1,764"
"Drowning (includes water transport)","Unintentional","17","2022","48","4,291,066","1.12",-1,"2,304"
"Drowning (includes water transport)","Unintentional","17","2021","44","4,302,359","1.02",-1,"2,112"
"Drowning (includes water transport)","Unintentional","17","2020","51","4,263,694","1.20",-1,"2,448"
"Drowning (includes water transport)","Unintentional","17","2019","46","4,144,536","1.11",-1,"2,208"
"Drowning (includes water transport)","Unintentional","17","2018","46","4,237,764","1.09",-1,"2,208"
"Drowning (includes water transport)","Unintentional","18","2022","57","4,326,642","1.32",-1,"2,679"
"Drowning (includes water transport)","Unintentional","18","2021","53","4,270,802","1.24",-1,"2,491"
"Drowning (includes water transport)","Unintentional","18","2020","76","4,410,589","1.72",-1,"3,572"
"Drowning (includes water transport)","Unintentional","18","2019","56","4,257,953","1.32",-1,"2,632"
"Drowning (includes water transport)","Unintentional","18","2018","63","4,314,459","1.46",-1,"2,961"
"Drowning (includes water transport)","Unintentional","19","2022","58","4,295,710","1.35",-1,"2,668"
"Drowning (includes water transport)","Unintentional","19","2021","51","4,416,896","1.16",-1,"2,346"
"Drowning (includes water transport)","Unintentional","19","2020","69","4,696,335","1.47",-1,"3,174"
"Drowning (includes water transport)","Unintentional","19","2019","54","4,332,940","1.25",-1,"2,484"
"Drowning (includes water transport)","Unintentional","19","2018","42","4,256,433","0.99",-1,"1,932"
"Drowning (includes water transport)","Homicide","1","2022",-1,"3,588,817",-1,-1,-1
"Drowning (includes water transport)","Homicide","1","2021",-1,"3,675,382",-1,-1,-1
"Drowning (includes water transport)","Homicide","1","2020",-1,"3,719,267",-1,-1,-1
"Drowning (includes water transport)","Homicide","1","2019",-1,"3,842,257",-1,-1,-1
"Drowning (includes water transport)","Homicide","1","2018",-1,"3,897,917",-1,-1,-1
"Drowning (includes water transport)","Homicide","2","2022",-1,"3,693,362",-1,-1,-1
"Drowning (includes water transport)","Homicide","2","2021",-1,"3,725,597",-1,-1,-1
"Drowning (includes water transport)","Homicide","2","2020",-1,"3,807,454",-1,-1,-1
"Drowning (includes water transport)","Homicide","2","2019",-1,"3,911,822",-1,-1,-1
"Drowning (includes water transport)","Homicide","2","2018",-1,"3,996,742",-1,-1,-1
"Drowning (includes water transport)","Homicide","3","2022",-1,"3,742,836",-1,-1,-1
"Drowning (includes water transport)","Homicide","3","2021",-1,"3,813,656",-1,-1,-1
"Drowning (includes water transport)","Homicide","3","2019",-1,"4,009,037",-1,-1,-1
"Drowning (includes water transport)","Homicide","4","2022",-1,"3,830,225",-1,-1,-1
"Drowning (includes water transport)","Homicide","4","2021",-1,"3,891,463",-1,-1,-1
"Drowning (includes water transport)","Homicide","4","2020",-1,"3,987,970",-1,-1,-1
"Drowning (includes water transport)","Homicide","4","2018",-1,"4,021,907",-1,-1,-1
"Drowning (includes water transport)","Homicide","5","2022",-1,"3,907,298",-1,-1,-1
"Drowning (includes water transport)","Homicide","5","2020",-1,"4,023,811",-1,-1,-1
"Drowning (includes water transport)","Homicide","5","2019",-1,"4,032,231",-1,-1,-1
"Drowning (includes water transport)","Homicide","5","2018",-1,"4,012,789",-1,-1,-1
"Drowning (includes water transport)","Homicide","6","2020",-1,"4,012,049",-1,-1,-1
"Drowning (includes water transport)","Homicide","7","2022",-1,"4,043,729",-1,-1,-1
"Drowning (includes water transport)","Homicide","7","2021",-1,"4,017,311",-1,-1,-1
"Drowning (includes water transport)","Homicide","7","2019",-1,"4,027,876",-1,-1,-1
"Drowning (includes water transport)","Homicide","7","2018",-1,"4,063,647",-1,-1,-1
"Drowning (includes water transport)","Homicide","8","2022",-1,"4,031,341",-1,-1,-1
"Drowning (includes water transport)","Homicide","8","2021",-1,"4,004,132",-1,-1,-1
"Drowning (includes water transport)","Homicide","9","2022",-1,"4,017,929",-1,-1,-1
"Drowning (includes water transport)","Homicide","9","2020",-1,"4,050,595",-1,-1,-1
"Drowning (includes water transport)","Homicide","9","2019",-1,"4,067,320",-1,-1,-1
"Drowning (includes water transport)","Homicide","11","2022",-1,"4,068,564",-1,-1,-1
"Drowning (includes water transport)","Homicide","12","2019",-1,"4,213,041",-1,-1,-1
"Drowning (includes water transport)","Homicide","14","2020",-1,"4,305,343",-1,-1,-1
"Drowning (includes water transport)","Homicide","16","2019",-1,"4,152,752",-1,-1,-1
"Drowning (includes water transport)","Homicide","17","2020",-1,"4,263,694",-1,-1,-1
"Drowning (includes water transport)","Homicide","17","2019",-1,"4,144,536",-1,-1,-1
"Drowning (includes water transport)","Homicide","19","2021",-1,"4,416,896",-1,-1,-1
"Drowning (includes water transport)","Homicide","19","2020",-1,"4,696,335",-1,-1,-1
"Drowning (includes water transport)","Suicide","14","2021",-1,"4,382,415",-1,-1,-1
"Drowning (includes water transport)","Suicide","14","2020",-1,"4,305,343",-1,-1,-1
"Drowning (includes water transport)","Suicide","14","2019",-1,"4,167,472",-1,-1,-1
"Drowning (includes water transport)","Suicide","14","2018",-1,"4,167,471",-1,-1,-1
"Drowning (includes water transport)","Suicide","15","2020",-1,"4,266,157",-1,-1,-1
"Drowning (includes water transport)","Suicide","15","2018",-1,"4,140,321",-1,-1,-1
"Drowning (includes water transport)","Suicide","16","2022",-1,"4,325,808",-1,-1,-1
"Drowning (includes water transport)","Suicide","16","2021",-1,"4,271,255",-1,-1,-1
"Drowning (includes water transport)","Suicide","16","2020",-1,"4,296,018",-1,-1,-1
"Drowning (includes water transport)","Suicide","16","2019",-1,"4,152,752",-1,-1,-1
"Drowning (includes water transport)","Suicide","16","2018",-1,"4,128,089",-1,-1,-1
"Drowning (includes water transport)","Suicide","17","2022",-1,"4,291,066",-1,-1,-1
"Drowning (includes water transport)","Suicide","17","2021",-1,"4,302,359",-1,-1,-1
"Drowning (includes water transport)","Suicide","17","2020",-1,"4,263,694",-1,-1,-1
"Drowning (includes water transport)","Suicide","17","2019",-1,"4,144,536",-1,-1,-1
"Drowning (includes water transport)","Suicide","17","2018",-1,"4,237,764",-1,-1,-1
"Drowning (includes water transport)","Suicide","18","2022",-1,"4,326,642",-1,-1,-1
"Drowning (includes water transport)","Suicide","18","2021",-1,"4,270,802",-1,-1,-1
"Drowning (includes water transport)","Suicide","18","2020",-1,"4,410,589",-1,-1,-1
"Drowning (includes water transport)","Suicide","18","2019",-1,"4,257,953",-1,-1,-1
"Drowning (includes water transport)","Suicide","18","2018",-1,"4,314,459",-1,-1,-1
"Drowning (includes water transport)","Suicide","19","2022",-1,"4,295,710",-1,-1,-1
"Drowning (includes water transport)","Suicide","19","2021","10","4,416,896","0.23",-1,"460"
"Drowning (includes water transport)","Suicide","19","2020","11","4,696,335","0.23",-1,"506"
"Drowning (includes water transport)","Suicide","19","2019",-1,"4,332,940",-1,-1,-1
"Drowning (includes water transport)","Suicide","19","2018",-1,"4,256,433",-1,-1,-1
"Drowning (includes water transport)","Undetermined","1","2022",-1,"3,588,817",-1,-1,-1
"Drowning (includes water transport)","Undetermined","1","2021",-1,"3,675,382",-1,-1,-1
"Drowning (includes water transport)","Undetermined","1","2020",-1,"3,719,267",-1,-1,-1
"Drowning (includes water transport)","Undetermined","1","2019",-1,"3,842,257",-1,-1,-1
"Drowning (includes water transport)","Undetermined","1","2018",-1,"3,897,917",-1,-1,-1
"Drowning (includes water transport)","Undetermined","2","2022",-1,"3,693,362",-1,-1,-1
"Drowning (includes water transport)","Undetermined","2","2020",-1,"3,807,454",-1,-1,-1
"Drowning (includes water transport)","Undetermined","2","2019",-1,"3,911,822",-1,-1,-1
"Drowning (includes water transport)","Undetermined","2","2018",-1,"3,996,742",-1,-1,-1
"Drowning (includes water transport)","Undetermined","3","2021",-1,"3,813,656",-1,-1,-1
"Drowning (includes water transport)","Undetermined","3","2020",-1,"3,885,476",-1,-1,-1
"Drowning (includes water transport)","Undetermined","3","2019",-1,"4,009,037",-1,-1,-1
"Drowning (includes water transport)","Undetermined","4","2022",-1,"3,830,225",-1,-1,-1
"Drowning (includes water transport)","Undetermined","4","2021",-1,"3,891,463",-1,-1,-1
"Drowning (includes water transport)","Undetermined","4","2020",-1,"3,987,970",-1,-1,-1
"Drowning (includes water transport)","Undetermined","4","2018",-1,"4,021,907",-1,-1,-1
"Drowning (includes water transport)","Undetermined","5","2021",-1,"3,993,711",-1,-1,-1
"Drowning (includes water transport)","Undetermined","5","2020",-1,"4,023,811",-1,-1,-1
"Drowning (includes water transport)","Undetermined","5","2019",-1,"4,032,231",-1,-1,-1
"Drowning (includes water transport)","Undetermined","6","2021",-1,"4,029,311",-1,-1,-1
"Drowning (includes water transport)","Undetermined","7","2022",-1,"4,043,729",-1,-1,-1
"Drowning (includes water transport)","Undetermined","7","2019",-1,"4,027,876",-1,-1,-1
"Drowning (includes water transport)","Undetermined","8","2018",-1,"4,059,209",-1,-1,-1
"Drowning (includes water transport)","Undetermined","9","2020",-1,"4,050,595",-1,-1,-1
"Drowning (includes water transport)","Undetermined","9","2018",-1,"4,058,207",-1,-1,-1
"Drowning (includes water transport)","Undetermined","10","2018",-1,"4,186,406",-1,-1,-1
"Drowning (includes water transport)","Undetermined","12","2021",-1,"4,228,509",-1,-1,-1
"Drowning (includes water transport)","Undetermined","12","2020",-1,"4,385,948",-1,-1,-1
"Drowning (includes water transport)","Undetermined","13","2020",-1,"4,378,112",-1,-1,-1
"Drowning (includes water transport)","Undetermined","13","2018",-1,"4,158,257",-1,-1,-1
